,link,text,time
18,https://www.instagram.com/p/BfjFHqanman/,"May you always be safe.  May the sad fate that had befallen your furry pals not have been in vain. May more and more people love and fight for you from now on. 
This gathering was not just for the #catsofbgc, not even just for stray and abandoned cats, but for all who are voiceless and undervalued.  May the world be a better place for you. 
#catlivesmatter #alllivesmatter #wheninmanilapets #wimpets #catcareph #shareaseat #adoptdontshop #beautybeyondbreed #neuteriscuter #tribute #inmemoriam #rescuecats #tnr #communitycats",2018-02-23 19:48:57
19,https://www.instagram.com/p/Bfi4816Fh_l/,"Cats have every right to life just like any other living and breathing thing. 🐱 Cats probably wonder just like we do and although, they may not be able to speak in words - the joy the cats brought to the whole BGC community was an expression of their love & loyalty to us humans...and the loss of that is irreplaceable. Shangri-La The Fort's ignorant stupid actions on the poor cats (together with PestBusters) shattered a portion of what a great place it is to live in BGC. If only their pathetic apologies could be enough, the damage done is permanent. STILL HEARTBROKEN OVER THIS. My walks thru the park now are just a sad reminder of what those heartless senseless idiots did. #bgccats #catsofbgc #justiceforthecatsofbgc #antishangrila #fuckyouShangFort #fuckyouPestBusters #animalcruelty #catcruelty",2018-02-23 16:15:50
20,https://www.instagram.com/p/BfizHytFgxK/,This is for the missing cats of BGC.. still hoping and praying they are alive and safe... All we wanted is truth... our love and hugs for our fur babies.. #bgcunited#catsofbgc #shangrilathefort #Fight#stopanimalcruelty #,2018-02-23 15:10:22
21,https://www.instagram.com/p/BfixKykBEP6/,#catsofbgc,2018-02-23 14:53:18
22,https://www.instagram.com/p/Bfivx37HDJp/,"I’m happy the High Street cats are mostly alright though.

Found these three playing with each other. The other usual cats were still in their normal places. 
#CatsofBGC #Cats #BonifacioHighStreet",2018-02-23 14:41:09
23,https://www.instagram.com/p/BfiqBWSnD-T/,"People are leaving little piles of cat food where the colony of cats used to be. 
#CatsofBGC #Sadness",2018-02-23 13:50:50
24,https://www.instagram.com/p/BfioejGnS5_/,"Walking around BGC just to check the cat situation. 
Sigh. The usual cats are really gone. 
Found this playful guy at the Mind Museum though. 
#cats #CatsofBGC",2018-02-23 13:37:21
25,https://www.instagram.com/p/BfioEh_lkvv/,"This urban jungle was once a dog and cat friendly community until @ShangrilaFort came to exterminate a bunch of spayed and neutered #CatsOfBGC as pests, in preparation for their Valentines day and Chinese new year events... Meow! 😸😼😾
.
#WhereTheCityComesAlive #Shangrila #ShangrilaFort #ExploreBGC #ILoveBHS #FindingCatsofBGC #Awareness",2018-02-23 21:55:34
26,https://www.instagram.com/p/BfimpCXlXkN/,"Crazy Cat Ladies of Batch 2000.

#bgcatsunite #catlivesmatter #catsofbgc",2018-02-23 13:21:18
27,https://www.instagram.com/p/BfikHp0H7mF/,"Accounts taken over by this cat fiasco. #catsofbgc #catlivesmatter #SilentVigil 
Thankful of the wonderful people that I met tonight. Grabe po kayo! 😭",2018-02-23 12:59:16
28,https://www.instagram.com/p/BfihmCDFHar/,#catsofbgc #flashbackfriday,2018-02-23 12:37:12
29,https://www.instagram.com/p/BfigZMlndq5/,“Shangri-La’s action is symptomatic of a greater problem we have today: the perspective that only humans should have the run of our spaces....Other communities have shown that there is a way for humans and animals to co-exist in peace.” — Abigail Valte from her article in the Malaya Business Insight. #KaponHINDITapon #CatsOfBGC,2018-02-23 12:26:43
30,https://www.instagram.com/p/BfifttXgwB3/,#catsofbgc in action #justiceforcats #shangrilathefort #shangrilathefortmanila,2018-02-23 12:20:47
31,https://www.instagram.com/p/BfifFPygsEp/,"#FlashbackFriday, I took this #CatsOfBGC photo using Cloudfone Next around 5:30 PM last 2016. 😢😢😢 #GIZGUIDEPH #JusticeForCatsOfBGC",2018-02-23 16:13:12
32,https://www.instagram.com/p/BfidJnXFcfQ/,"Here with Jenie at the park for the BGC cats.

#catlivesmatter #catsofbgc #puspin #bgcatsunite #bgcats",2018-02-23 11:58:22
33,https://www.instagram.com/p/Bfia0EIlR4v/,At the sit-down for the #catsofbgc,2018-02-23 12:42:46
34,https://www.instagram.com/p/Bfiaza9HeDB/,"The love for all living creatures is the most noble attribute of man - Charles Darwin
#catsofbgc #findingcatsofbgc #sitdownattheparkforbgccats",2018-02-23 11:37:52
35,https://www.instagram.com/p/BfiaKMcHJPr/,"BGC Cat lovers community. Kala ko iilan lang kami may pakeelam at nagpapakain sa kanila 😭😭😭 I met a Japanese woman, a doctor, a call center agent etc na nakakasabay ko magpakain. #catlivesmatter #catsofbgc",2018-02-23 11:32:14
36,https://www.instagram.com/p/BfiDhevhIQX/,#CatsOfBGC,2018-02-23 08:14:26
37,https://www.instagram.com/p/BfhkYulDXRR/,"Cats makes me happy! .
.
.
.
.
.

At 12 noon on YouTube channel my first edition of #maskandrant where I talk about social issues or current issues while trying on a different /new facial masks. 
Today's topic #ShangFort #CatsofBGC #catastrophe #MsEarthRullan on YT 
#beautywithpurpose #beautywithbrains #beautyvlogger #vlogger #vloggerph #blogger #parelevant 😂 #Philippines
#facialmasks #MedihealPh #WatsonsPh",2018-02-23 03:43:27
38,https://www.instagram.com/p/BfhO285lMqA/,"Missing the cuteness of this guy. sarap kurutin!

#cheese #cat #cats #catsofig #catsofinstagram
#kitty #kitten #kittens #kittensofinstagram #scottishfold #catsofmanila #catsofbgc #pet #pets #petsofinstagram #petsofig #cutecats #fatcats #fluffy",2018-02-23 00:34:14
39,https://www.instagram.com/p/BfgUgI_nQYb/,"The #CatsofBGC ..Photo taken last year. I had the pleasure of feeding a few of these guys once. Hope they are safe, wherever they are. 🐱",2018-02-22 16:04:20
40,https://www.instagram.com/p/BfgLstPnJFn/,"Never to be loved again. The Lost Cats of BGC 💔 ©to the owner of this pic

#catsofbgc #bringbackthecats #catkillers
#Shanginanyo #bgccats #shangrilahotels #catsrule #catsofinstagram #cats #shangrilathefort #justiceforthecatsofbgc",2018-02-22 15:12:00
41,https://www.instagram.com/p/Bff3DBcna-b/,"Update on #FindingCatsOfBGC:

22 Feb 2018
- See CARA's detailed update on our Facebook Page

21 Feb 2018
- CARA has meeting meeting Shang and finally with Pest Busters. Pest Busters apologizes. (https://www.facebook.com/CARAwelfareph/posts/10155483541132123)
- Pictures shown by Shang are not the BGC Cats (https://www.facebook.com/marcellejohn.marcelino/posts/10216702467900506)
- CARA, Shang and Pest Busters will have a meeting (https://www.facebook.com/CARAwelfareph/posts/10155482488502123)

20 Feb 2018
- Shang issues an apology (https://www.facebook.com/shangrilafort/photos/a.996102000419770.1073741828.994986307198006/2001217123241581/?type=3)

19 Feb 2018
- No BGC Cats were found
- Shang confirmed 12 cats were adopted by their employees. Shang will provide the names and CARA will conduct home visits (https://www.facebook.com/ria.javier/posts/10156168419028466)

#CatsOfBGC",2018-02-22 11:46:57
42,https://www.instagram.com/p/BffzbAgB6Y8/,"A friendly young cat at BGC. ❤️#catsofbgc

Shame on you Shangri-La Manila for hiring a PEST CONTROL company to “relocate” a managed colony of cats. Cats who were cared for by residents & employees, who were spayed/neutered & vaccinated. 🤬😡",2018-02-23 12:44:58
43,https://www.instagram.com/p/BffzHNsBtDt/,"I used to work in BGC, and I make it a point to bring cat food kibbles whenever I go for a coffee or doughnut run, precisely because of the #CatsOfBGC. My McCann colleagues know this very well. Which is why I won't give up. I will continue to fight for these angels.

#cats #catstagram #catsofig #catsofinstagram #instacats #pets #petstagram #petsofig #petsofinstagram #rescuedpetsofinstagram #rescuedcatsofinstagram #puspin #puspinsofmeownila #meownila #catcareph #adoptdontshop #spayneuter",2018-02-22 11:14:42
44,https://www.instagram.com/p/BffwUNSn7G9/,"Asan na ang mga kapusa kong nakatira sa BGC? Pinatapon daw ng mga boss ng @shangrilafort na isang 5-star hotel? (Meron nga silang pera, pero wala silang awa. Sa langit kaya sila pupunta???) Bring back the #catsofBGC or eeeelse!!! 😾 #catlivesmatter #communitycats #ShameOnShangrilaHotel",2018-02-22 10:49:52
45,https://www.instagram.com/p/Bffq8Wzhv8g/,"Yeay! She now has a collar! 😍😍
#CatsofBGC",2018-02-22 10:01:10
46,https://www.instagram.com/p/BffeteIDnRT/,They are not pests. Shame on the management of Shangri-la the Fort for hiring a pest control company to get rid of the much loved #CatsofBGC .The cat colony is vaccinated against rabies and are spayed/ neutered. #adoptdontshop,2018-02-22 08:14:17
47,https://www.instagram.com/p/BeZ2o0Dgj3Q/,"#ameliadiaries
#catsofbgc",2018-02-24 08:34:51
48,https://www.instagram.com/p/Bd4p-ZJFj_j/,#TheBookProject #CatsOfBGC,2018-02-23 10:26:34
49,https://www.instagram.com/p/BCX4bf1nV3C/,"Cutie cat spotted at wandering at BGC. Photo taken using Honor 6 Plus.

www.gizguide.com

#gizguideph #huaweiph #honor6plus #forthebrave #cats #meow",2016-02-29 14:14:40
50,https://www.instagram.com/p/8PU2JiCgGq/,#ResidentCat #catsofbgc,2018-02-22 14:57:43
51,https://www.instagram.com/p/3NPlNligN5/,McKitty nappy time #ResidentCat #catsofbgc,2018-02-22 14:58:08
52,https://www.instagram.com/p/reB8agCgFL/,#residentcat near MCDepot #catsofbgc,2018-02-22 14:58:52
53,https://www.instagram.com/p/oe8u5ACgFp/,#ResidentCat #catsofbgc,2018-02-22 14:59:12
54,https://www.instagram.com/p/BffJLweFRwu/,"Catlay summer edition.

Divine and Ginger have  been hanging out at Serendra ever since. This is their home. 
#catsofbgc #puspin #TNR #TNVR #catsofinstagram #ilovecats #cats #catsarelove",2018-02-22 05:06:11
55,https://www.instagram.com/p/BffEWGbjphh/,"In photos: Two-face (Shang cat, minsan Upper High Street cat) * Kimmy, Timmy, and Mimi (Shang cats) * Shady (Shang cat) * Manny (Shang cat--so named because ang tapang nya; he nipped my hand with his tiny tooth) * Shawie (BHS Cinema cat--so named for always going after my shawarma, and who cemented my belief that cats neither want to be called mingming nor swswsws--they answer best to the sound of rustling plastic bags because FOOD) * Armi (Crossroads cat) * Timmy and my fave cat person (Shang cat) #catsofbgc",2018-02-22 04:23:59
56,https://www.instagram.com/p/BffDNP1FdQg/,Tena sa Cupang. #sandbox9wthimala @thesandboxco @9wtonline #himala no #catsofbgc were harmed in this production. Coz there were no cats.,2018-02-22 04:13:57
57,https://www.instagram.com/p/BffArm5npLh/,"I love cats 🐈
#shangrilafort",2018-02-22 03:51:53
58,https://www.instagram.com/p/Bfe4p6SgcAC/,"CATS ARE FAMILY. 
They keep us company...
keep rats and pests at bay,
they brighten up our day
and keep our worries away. 
They are our PETS. 
They are NOT PESTS. 
#catsofBGC
#shangrilathefort",2018-02-22 02:41:45
59,https://www.instagram.com/p/BfepybOlVHb/,Still saddened by the sudden disappearance of the #catsofbgc. Posting this pic with one of our adopted #kitties Duday 😻🙏 #findingthecatsofbgc #adoptdontshop #puspinsofinstagram,2018-02-22 00:31:50
60,https://www.instagram.com/p/BfeoANKBY7Z/,"Warning: another long post ahead. As I mentioned previously, I am a dog person, and not a cat person. But when I read about what Shangrila at the Fort Hotel did to the vaccinated, spayed/neutered, well-behaved and well-cared-for #CatsofBGC (in the dead of night on Feb. 14, Shangrila gathered the cats and had them exterminated by PestBusters!!! Then when they got caught, Shangrila LIED and said that their staff adopted half of the cats and relocated the rest. The public demanded for proof of life, and to this day,  Shangrila has been unable to show proof that the cats are alive and well. And to make matters worse, when thousands of people started leaving 1-star reviews on Shangrila's FB page, Shangrila not only deleted those reviews, they also maliciously reported the reviewers' accounts as spam so that they would be blocked out of their FB accounts!), my heart bleeds for these cats. They are PETS, not pests! I am absolutely disgusted by Shangrila's indifference, callousness, and complete lack of compassion, not only towards the beloved cats of BGC, but the sentiments of the public! I have always been a loyal patron of this hotel chain, but after Shangrila at the Fort's blatant act of animal cruelty, I will boycott this establishment. On a side note, when the contrabida hubby saw my scary-looking cat rice, he said: ""So is that one of the cats who died?!"" #christicism #savage #brutalAF #catbento #catsofBGCbento

#QuinBento No. 120: rice with cheese accents, eggplant omelette, plain bread, Cheese Rings and Hello Panda biscuits. #bento #bentoph #yumbox #yumboxph #yumboxlove #madewithlove #preschoolsnacks #whatsinmyumbox",2018-02-22 02:00:23
61,https://www.instagram.com/p/Bfen1VLlZJQ/,Finding feline friends walking freely is such a relief...please don't harm or take them away.  #catsofbgc,2018-02-22 05:37:19
62,https://www.instagram.com/p/BfecP5bHYSn/,"excuse me, paano po bumalik ng BGC? 🙄taga-Shangrila po ako 😿#scaredycat #furfriend #cateyes #catsofinstagram #catsofbgc",2018-02-21 22:33:32
63,https://www.instagram.com/p/BfeAiNYFFUx/,"Dear Shangri-La at The Fort,

Aren't you supposed to practice and embody the meaning of your name - ""lost horizon""? Paradise. Where timeless harmony is supposed to exist. Where love and compassion are supposed to overflow. WHAT HAVE YOU DONE? #findingcatsofbgc #catsofbgc #wherearethecatsofbgc #cruelty #animalcruelty #shameless #heartless #shangrilafort #hotel #cats #neko #ネコ #losthorizone",2018-02-23 16:47:01
64,https://www.instagram.com/p/BfdrxuZgutM/,"Headlines and deadlines. Writing about dogs and reading about cats.⠀
⠀
49/365⠀
.⠀
.⠀
.⠀
.⠀
.⠀
#365project #project365 #photoaday #flatlay #flatlaytoday #flatlayoftheday #mobilephotography #mobilephoto #phonephotography #galaxys5 #catsofbgc",2018-02-21 15:31:34
65,https://www.instagram.com/p/BfdozlmFY5t/,"She’s female pala so I’ve named her Florence! My very own Cat of BGC is now going to be a Cat of Laguna LOL.
Saving this one in honor of the Cats of BGC who were taken and have yet to be found. We are thinking of you, kitties 💜🙏🏼 #justiceforthecatsofbgc #catsofbgc #puspin #rescue #rescuedismyfavoritebreed",2018-02-21 15:05:01
66,https://www.instagram.com/p/BfddNlDFVrt/,"Thank you, random citizen, for helping me catch blind new Cat of BGC so I can take him to the vet 💜

#goodsamaritan #puspin #catsofbgc #adoptdontshop #rescue #rescuedismyfavoritebreed",2018-02-21 15:06:15
67,https://www.instagram.com/p/BfddHvZhCb2/,"My Charlie is now 12 years old and is still the joy of my life together with Pipita🐱 and Dewey🐶. She was rescued from the streets all the way from Bulacan. I say that cat lives matter. And that there is beauty beyond breed. There is more meaning to adopt or rescue a cat or dog as compared to buying from a pet store. I am speaking from experience. 
I am happy that there is a growing number of people who are already adopting and rescuing from the streets here in the Philippines. It’s such a norm in “first” world countries like Australia. It is my dream that our country will also embrace this. Hoping it will start this lunar new year, “the year of the dog”. I say again, “Cat Lives Matter”. I am hoping and praying that the missing #CatsofBGC be found. And that everyone will learn from this unfortunate event. 
1. Cats are not pests
2. There is already the Animal Welfare Act in the Philippines. RA 8485 with amended RA 10631 with emphasis to consequences when you violate this law. 
3. The most humane way of controlling cat [and dog] overpopulation is TNR. Contact Local Animal Welfare groups like CARA and PAWS for more information. 
4. As a result of TNR, these Spayed and Neutered Cats in the community will protect us from rodents, cockroaches, and snakes. They are the “natural” pest control. 
5. Education is still the answer. Ignorance is never an excuse, most specially to our Laws. 
#southiegurl #cara #caravolunteer #animalwelfare #animalwelfareadvocate #vegan #fortheanimals #adoptdontshop #rescued #beautybeyondreed #cats #dogs",2018-02-21 19:30:28
68,https://www.instagram.com/p/BfdakuxHFni/,Because cat conspiracy stories are trending. #CatsOfBGC,2018-02-21 12:59:39
69,https://www.instagram.com/p/BfdXqfolV-V/,grabe I knew it those cats are not missing #catsofbgc. Ang daming excuses ibalik nyong ibuhay ang mga pusa sa BGC. (photo not mine) credit to the owner :( @catsofbgc #findingcatsofbgc #justiceforthecatsofbgc #boycottshangrilafort,2018-02-21 12:43:36
70,https://www.instagram.com/p/BfdUq07l3uz/,"Back in Manila, animal welfare advocates and #catlovers are full of anger and sadness because about 30 community cats that live in the Park in BGC, across from #shangrilathefort were removed over time culminating their dissapearance just a day or two before valentines day. The carers and volunteers who feeds them on a daily basis noticed them missing. It was found out that the very 5 star Shangrilathefort rang #Pestsbustersphilippines to remove the cats, which was done secretly at nights! Cats are not pests and pestbusters have no right to remove the cats. After much outcry from the netizens and catloverd  it has made the local newspapers and tv and efforts have been carried out to find the #cats! The problem is the location given for relocations sitedhave been changing and shang has just now publicly apologised for their stupidity while pestbuster's office is closed and not taking calls. These cats have been fixed and vaccinated and released . CARA, non profit volunteer based org helped with getting these cats fixed. It is so sad to think what their fate has turned into! Those involved violated the Animal Welfare Act! So many people are also boycotting the hotel because #catslivesmatter! #catsofbgc #boycottshangrilathefort #animalcruelty #bringbackthecats #wherearethecatsofbgc #catsarenotpests #shameonyoushangrilathefort #mad (credit goes to owner of the photo)",2018-02-21 12:08:04
71,https://www.instagram.com/p/BfdPwjGBjP8/,"Kindness, charity, tolerance, compassion. These are the things we try to teach my niece when we would visit the cats. I miss them. 😢 
#CatsOfBGC",2018-02-21 11:25:09
72,https://www.instagram.com/p/BfdI-r6jarY/,"Where are the #CatsofBGC?  That is the question they cannot answer. 
It has been a week #ShangFort !

I will not shut up until I am satisfied with your anwer. 
In the meantime let me tell you more about #cats #catsofinstagram and why some hate them and why it is revered as a royal animal now on the blog earthlingorgeous.com #cattrivia",2018-02-21 10:25:55
73,https://www.instagram.com/p/BfdIO1_DA__/,"Empress Chabi, former member of the #catsofcpc, a cat colony that @cacasiglos and I supported. What @shangrilafort did with the @catsofbgc only reinforces our decision last year to bring the remaining 15 home. Difficult as that is, the alternative was worse. Some would just go missing, Ms Ives was brutally mutilated, and most were constantly subjected to threats. All this, despite there being no biting or scratching incidents, and they were all vaccinated, spayed, and neutered. I know they’d suffer the same fate as the #catsofbgc sooner or later. It’s been a wild and exhausting year, but the peace of mind I gained by having them home is more than worth it. #catsofinstagram #adoptdontshop #rescueisthebestbreed #catcarephilippines #puspin #pusangpinoy #proudpuspin #catsofcapiz",2018-02-21 10:19:23
74,https://www.instagram.com/p/BfdDbYQnCZc/,"🌹We can’t just wish for a happy ever after.... Visiting BGC yesterday was just not the same since the #shangrilafort Hotel decided to ‘remove’ the ever infamous @catsofbgc :( I will never understand how someone had the right to make this decision. I am obviously a cat lover, but I do understand that not everyone is; however I don’t know how you couldn’t get even a little smile from watching children feed the kittens or see them sleeping in the sun. They are not pests, like rats or cockroaches (which I may add will be seen a lot more now the cats are gone!) 💔
My heart hurts for how deflated and defeated the people who spend their time, money and energy on ensuring these cats were vaccinated, neutered and fed, must feel. They were a well looked after, clean and healthy colony. 🐈 It highlights the importance of education and how far we still have to go. Stand by the mission and values of organisations such as #Cara and #paws, as well as so many amazing individuals fighting for the same cause, to humanely reduce the stray cat population and animal cruelty in the PH. 
As a member of the public you may notice the loss of the cats and if you do.. you can help. A positive can come from such a terrible situation. You may feel you can’t do much, like many of us do, but even if you do one thing it’s better than nothing. Donate, take a cat to be TNR, foster or adopt. I speak from experience when I say I wish I did more - but I know I do what I can. Every act of kindness can have an ongoing affect on a cats life. There are still cats needing forever homes from BGC... You could give them a second chance. -
-
-
-
-
-
@carawelfareph @ppbccfoundation @pawsphilippines #adoptdontshop #TNRworks #catsofBGC #petsnotpests #foster #cats #catsofinstagram #manila #philippines #help #savealife #colony #communitycats #educationiskey",2018-02-21 09:52:18
75,https://www.instagram.com/p/BfdDM3UB1Ae/,Nice one @shangrilafort. Company Core values: 1. Treat cats as pests and exterminate 2. Hack/deactivate accounts who left a poor rating on your site. #catsofbgc #shangrilafort,2018-02-21 09:35:25
76,https://www.instagram.com/p/Bfc5a1RHOZm/,"JUSTICE for BGC cats!!! What happened to the @catsofbgc !!! Shame on you @shangrilafort @shangrilahotels ********************************************* I was once a stray, but look at me now. I’m living the good life in my forever home, happy, well cared & much loved. ********************************************* #catsofbgc #justiceforbgccats #shangrilahotels #shangrilafort #justice #ra8485 #animalwelfare #humanesociety #animalrescue #shangrilamactan #shangrilamakati #shangrilaboracay #letitbeknown #catsofinstagram #worldofcats #animalsocietyworldwide",2018-02-23 10:39:11
77,https://www.instagram.com/p/Bfc4MyRHV2_/,Justice for BGC cats!!! What happened to the @catsofbgc !!! Shame on you @shangrilafort  @shangrilahotels ********************************************* #catsofbgc #justiceforbgccats #shangrilahotels #shangrilafort #justice #ra8485 #animalwelfare #humanesociety #animalrescue #shangrilamactan #shangrilamakati #shangrilaboracay #letitbeknown #catsofinstagram #worldofcats #animalsocietyworldwide #humanetreatmentofanimals,2018-02-21 08:01:35
78,https://www.instagram.com/p/Bfc1wR5nX0i/,"What happened to the @catsofbgc !!! Shame on you @shangrilafort @shangrilahotels ********************************************* I was once a stray, but look at me now. I’m living the good life in my forever home, happy, well cared & much loved. ********************************************* #catsofbgc #justiceforbgccats #shangrilahotels #shangrilafort #justice #ra8485 #animalwelfare #humanesociety #animalrescue #shangrilamactan #shangrilamakati #shangrilaboracay #letitbeknown #catsofinstagram #worldofcats #animalsocietyworldwide",2018-02-23 10:39:27
79,https://www.instagram.com/p/BfcUz3ihSaU/,#stopanimalcruelty #boycottshangrilathefort #catsofbgc,2018-02-21 02:50:03
80,https://www.instagram.com/p/BfcUwbmho_q/,#stopanimalcruelty #boycottshangrilathefort #catsofbgc,2018-02-21 02:49:35
81,https://www.instagram.com/p/BfcUnHAhWe1/,#stopanimalcruelty #boycottshangrilathefort #catsofbgc,2018-02-21 02:48:19
82,https://www.instagram.com/p/BfcM5fIl6VM/,"Here is a sweet kitty in BGC. I heard people call this cat Botchog and we(friends and I) named it McKitty. I have this habit of befriending and petting K9s, stray cats, and stray dogs whenever I see one. Please If you can't help them, leave them alone. They are pets NOT PESTS for heaven's sake! I'm on rage!!!!! I want to see and pet them again in BGC.
#catsofBGC #catsofinstagram #cats 
#throwback2016",2018-02-21 01:40:55
83,https://www.instagram.com/p/BfcMzaeHRWe/,"Lets VOLUNTEER and be the voice to animals.. join @carawelfareph  as it embarks on its new mission to find the @catsofbgc .. We have monthly new Volunteer orientation schedules starting this February. Be one of us. Log on to www.caraphil.org and See poster for details.

#carawelfareph 
#volunteer 
#lagunapitbulls 
#adoptdontshop 
#catsofbgc
#findingcatsofbgc",2018-02-21 01:43:44
84,https://www.instagram.com/p/BfcCswJFPDe/,"""they were put in plastic bags?"" george is throughly pissed off and worried for the #catsofbgc #stopanimalabuse #wherearethecats #snowshoesiamese #siamese #catsofmanila #catsofinstagram 
@centris_cats @centris_cats @jessicazafrascats @rain_the_kitty",2018-02-21 00:16:05
85,https://www.instagram.com/p/Bfb7vK4H4yK/,"I was feeling a bit down lately due to the cats of BGC issue, and it's been a while since I saw one roaming around High Street..I miss them 😢😔 then I suddenly found this sweet fellow few minutes ago! I'm so happy!! 😍😢♥️ I just hope they won't nab him/her 😠 #thereishope #catsofBGC @catsofbgc",2018-02-21 05:59:23
86,https://www.instagram.com/p/BfbZ2jPHUlt/,"Risk, Issues & Crisis Management: #CatsOfBGC and what we can all learn from it .
.

Over the past week, Shangri-La at the Fort has landed in hot water for hiring a pest control agency to relocate the stray cats residing on its property. .
.

The situation is a PR nightmare, if ever there was one.
So what should Shangri-La do to gain back the public’s trust and goodwill? .
.
. . “Shang's apology needed to include an admission of their shortcomings: Something like: ‘Clearly, we need to be more sensitive towards the animals of our locale. Moving forward we will make animal sensitivity training with CARA, mandatory for all operations personnel. Additionally we were not very communicative or collaborative with our local community. From here on out we will make  it a point to keep open lines of communication with the rest of our community, and let people know when we are doing something that could affect them. We are very sorry for our shortcomings here. We will make it a point to do right next time.’”
.
.

https://www.esquiremag.ph/culture/how-shangri-la-should-handle-the-cats-of-bgc-backlash-three-pr-experts-weigh-in-a00203-20180220-lfrm#utm_source=Facebook-Esquire&utm_medium=Ownshare&utm_campaign=20180220-fbnp-culture-how-shangri-la-should-handle-the-cats-of-bgc-backlash-three-pr-experts-weigh-in-a00203-20180220-lfrm-fbfirst
.
.

#Cats #CatsOfInstagram #ShangrilaBGC #risk #issues #crisis #reputation #management #strategy",2018-02-20 18:15:26
